performance_id,match_id,match_date,competition,opponent,home_away,match_result,player_name,team_name,started,minutes_played,position,formation_position,substituted_in,substituted_out,goals,assists,shots_total,shots_on_target,passes_total,passes_completed,pass_accuracy,tackles_total,tackles_won,tackle_success_rate,interceptions,clearances,blocks,yellow_cards,red_cards,fouls_committed,fouls_suffered,touches,rating,distance_covered,goals_per_90,assists_per_90
218,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Vinícius Jr.,Real Madrid,1,63,Unknown,Unknown,0,0,1,1,5,3,88,78,85.0,3,2.0999999999999996,70.0,1,0,0,0,0,0,4,91,8.68,10.5,1.4285714285714286,1.4285714285714286
219,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,0,0,38,28,85.0,0,0.0,70.0,2,2,0,0,0,1,4,44,8.48,10.5,0.0,0.0
220,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Toni Kroos,Real Madrid,1,11,Unknown,Unknown,0,0,0,0,4,3,16,6,85.0,5,3.5,70.0,0,1,3,0,0,0,2,120,7.32,10.5,0.0,0.0
221,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Ferland Mendy,Real Madrid,1,39,Unknown,Unknown,0,0,0,0,0,0,33,23,85.0,4,2.8,70.0,4,3,3,0,0,1,2,119,7.62,10.5,0.0,0.0
222,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,David Alaba,Real Madrid,1,45,Unknown,Unknown,0,0,0,0,3,2,74,64,85.0,5,3.5,70.0,0,2,2,0,0,2,4,34,6.6,10.5,0.0,0.0
223,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Rodrygo,Real Madrid,1,40,Unknown,Unknown,0,0,0,0,4,3,66,56,85.0,3,2.0999999999999996,70.0,3,0,1,0,0,2,1,68,8.97,10.5,0.0,0.0
224,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,81,Unknown,Unknown,0,0,0,0,0,0,71,61,85.0,0,0.0,70.0,0,1,1,0,0,3,4,103,8.47,10.5,0.0,0.0
225,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Nacho,Real Madrid,1,80,Unknown,Unknown,0,0,0,0,1,1,77,67,85.0,2,1.4,70.0,2,4,2,0,0,0,2,116,6.96,10.5,0.0,0.0
226,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Dani Ceballos,Real Madrid,1,35,Unknown,Unknown,0,0,0,0,4,0,62,52,85.0,1,0.7,70.0,3,2,2,0,0,3,2,28,7.73,10.5,0.0,0.0
227,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Dani Carvajal,Real Madrid,1,70,Unknown,Unknown,0,0,0,0,3,2,53,43,85.0,6,4.199999999999999,70.0,3,6,2,0,0,1,2,41,7.83,10.5,0.0,0.0
228,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Luka Modrić,Real Madrid,1,24,Unknown,Unknown,0,0,0,0,0,0,23,13,85.0,5,3.5,70.0,2,0,1,0,0,1,2,62,7.36,10.5,0.0,0.0
229,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Éder Militão,Real Madrid,1,83,Unknown,Unknown,0,0,0,0,3,2,98,88,85.0,6,4.199999999999999,70.0,3,4,3,0,0,2,0,38,7.05,10.5,0.0,0.0
230,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Ferland Mendy,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,3,2,46,36,85.0,8,5.6,70.0,4,3,2,0,0,2,1,37,8.0,10.5,0.0,0.0
231,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,88,Unknown,Unknown,0,0,0,0,2,2,80,70,85.0,4,2.8,70.0,0,1,3,0,0,2,4,29,6.25,10.5,0.0,0.0
232,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,David Alaba,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,0,0,51,41,85.0,3,2.0999999999999996,70.0,3,5,0,0,0,2,0,69,7.06,10.5,0.0,0.0
233,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,31,Unknown,Unknown,0,0,0,0,0,0,38,28,85.0,1,0.7,70.0,1,1,0,0,0,1,0,105,6.82,10.5,0.0,0.0
234,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Mariano Díaz,Real Madrid,1,72,Unknown,Unknown,0,0,0,0,3,2,34,24,85.0,0,0.0,70.0,0,2,3,0,0,0,3,48,7.82,10.5,0.0,0.0
235,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,69,Unknown,Unknown,0,0,1,0,5,2,60,50,85.0,3,2.0999999999999996,70.0,2,1,1,0,0,1,2,108,6.98,10.5,1.3043478260869565,0.0
236,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Fran García,Real Madrid,1,75,Unknown,Unknown,0,0,0,1,0,0,41,31,85.0,4,2.8,70.0,2,0,0,0,0,1,4,112,7.27,10.5,0.0,1.2
237,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Marco Asensio,Real Madrid,1,28,Unknown,Unknown,0,0,0,0,7,0,48,38,85.0,2,1.4,70.0,1,0,1,0,0,3,2,53,7.04,10.5,0.0,0.0
238,16,2024-02-20,La Liga,Sevilla,Unknown,Unknown,Jude Bellingham,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,0,0,71,61,85.0,3,2.0999999999999996,70.0,1,0,1,0,0,0,0,93,8.37,10.5,0.0,0.0
239,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,David Alaba,Real Madrid,1,20,Unknown,Unknown,0,0,0,0,2,0,36,26,85.0,4,2.8,70.0,4,3,0,0,0,0,2,69,7.71,10.5,0.0,0.0
240,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Aurélien Tchouaméni,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,1,0,33,23,85.0,4,2.8,70.0,2,2,0,0,0,0,4,104,7.44,10.5,0.0,0.0
241,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,80,Unknown,Unknown,0,0,0,0,1,0,94,84,85.0,4,2.8,70.0,2,3,3,0,0,0,2,37,6.67,10.5,0.0,0.0
242,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Nacho,Real Madrid,1,40,Unknown,Unknown,0,0,0,0,2,0,106,96,85.0,3,2.0999999999999996,70.0,3,2,1,0,0,0,2,32,6.89,10.5,0.0,0.0
243,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,75,Unknown,Unknown,0,0,0,0,0,0,65,55,85.0,2,1.4,70.0,0,2,2,0,0,1,2,102,7.95,10.5,0.0,0.0
244,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Mariano Díaz,Real Madrid,1,12,Unknown,Unknown,0,0,0,1,6,3,50,40,85.0,2,1.4,70.0,1,2,3,0,0,2,3,24,7.53,10.5,0.0,7.5
245,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Marco Asensio,Real Madrid,1,90,Unknown,Unknown,0,0,0,0,6,3,36,26,85.0,1,0.7,70.0,3,1,3,0,0,2,4,76,7.22,10.5,0.0,0.0
246,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Karim Benzema,Real Madrid,1,79,Unknown,Unknown,0,0,0,1,6,3,74,64,85.0,0,0.0,70.0,1,0,1,0,0,0,2,44,7.3,10.5,0.0,1.139240506329114
247,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,87,Unknown,Unknown,0,0,0,1,1,1,54,44,85.0,1,0.7,70.0,2,2,2,0,0,1,4,85,7.92,10.5,0.0,1.0344827586206897
248,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Andriy Lunin,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,0,0,94,84,85.0,2,1.4,70.0,0,2,1,0,0,1,2,41,8.08,10.5,0.0,0.0
249,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Rodrygo,Real Madrid,1,27,Unknown,Unknown,0,0,1,0,2,1,45,35,85.0,0,0.0,70.0,2,1,1,0,0,1,4,98,6.75,10.5,3.3333333333333335,0.0
250,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Dani Carvajal,Real Madrid,1,88,Unknown,Unknown,0,0,0,0,1,0,90,80,85.0,3,2.0999999999999996,70.0,0,3,2,0,0,2,2,36,6.25,10.5,0.0,0.0
251,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Eden Hazard,Real Madrid,1,39,Unknown,Unknown,0,0,0,0,7,3,105,95,85.0,0,0.0,70.0,0,0,1,0,0,0,0,55,7.85,10.5,0.0,0.0
252,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Luka Modrić,Real Madrid,1,75,Unknown,Unknown,0,0,0,0,5,0,49,39,85.0,5,3.5,70.0,1,2,3,0,0,0,1,120,7.45,10.5,0.0,0.0
253,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,82,Unknown,Unknown,0,0,0,1,0,0,42,32,85.0,0,0.0,70.0,1,1,3,0,0,2,0,68,7.04,10.5,0.0,1.0975609756097562
254,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Ferland Mendy,Real Madrid,1,70,Unknown,Unknown,0,0,0,0,1,0,98,88,85.0,2,1.4,70.0,4,0,0,0,0,1,3,115,6.18,10.5,0.0,0.0
255,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Toni Kroos,Real Madrid,1,40,Unknown,Unknown,0,0,0,0,4,1,59,49,85.0,6,4.199999999999999,70.0,0,0,3,0,0,3,2,110,7.75,10.5,0.0,0.0
256,17,2023-10-14,La Liga,Getafe,Unknown,Unknown,Éder Militão,Real Madrid,1,33,Unknown,Unknown,0,0,0,0,3,0,58,48,85.0,8,5.6,70.0,1,6,3,0,0,2,4,98,7.69,10.5,0.0,0.0
257,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Marco Asensio,Real Madrid,1,80,Unknown,Unknown,0,0,0,1,7,1,99,89,85.0,1,0.7,70.0,3,2,1,0,0,3,3,43,6.97,10.5,0.0,1.125
258,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Fran García,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,2,0,70,60,85.0,4,2.8,70.0,2,5,3,0,0,1,4,116,6.69,10.5,0.0,0.0
259,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Dani Carvajal,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,1,1,61,51,85.0,4,2.8,70.0,0,6,0,0,0,1,3,78,6.3,10.5,0.0,0.0
260,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Dani Ceballos,Real Madrid,1,11,Unknown,Unknown,0,0,0,0,3,3,27,17,85.0,1,0.7,70.0,0,2,1,0,0,2,1,78,6.43,10.5,0.0,0.0
261,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,81,Unknown,Unknown,0,0,0,0,0,0,75,65,85.0,1,0.7,70.0,4,0,0,0,0,1,0,69,7.04,10.5,0.0,0.0
262,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Aurélien Tchouaméni,Real Madrid,1,44,Unknown,Unknown,0,0,0,1,0,0,95,85,85.0,3,2.0999999999999996,70.0,4,1,0,0,0,3,1,51,6.46,10.5,0.0,2.0454545454545454
263,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Mariano Díaz,Real Madrid,1,77,Unknown,Unknown,0,0,1,0,2,0,38,28,85.0,2,1.4,70.0,3,0,2,0,0,3,1,36,7.48,10.5,1.1688311688311688,0.0
264,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,David Alaba,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,3,2,52,42,85.0,7,4.8999999999999995,70.0,4,6,2,0,0,0,2,103,7.26,10.5,0.0,0.0
265,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Federico Valverde,Real Madrid,1,83,Unknown,Unknown,0,0,1,0,0,0,46,36,85.0,2,1.4,70.0,3,0,1,0,0,3,4,94,7.47,10.5,1.0843373493975903,0.0
266,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Éder Militão,Real Madrid,1,89,Unknown,Unknown,0,0,0,0,2,1,105,95,85.0,7,4.8999999999999995,70.0,0,2,2,0,0,1,4,117,7.0,10.5,0.0,0.0
267,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,83,Unknown,Unknown,0,0,0,0,1,0,92,82,85.0,1,0.7,70.0,0,1,2,0,0,1,3,82,6.3,10.5,0.0,0.0
268,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Rodrygo,Real Madrid,1,82,Unknown,Unknown,0,0,0,0,6,2,40,30,85.0,0,0.0,70.0,2,0,3,0,0,0,3,70,8.98,10.5,0.0,0.0
269,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Andriy Lunin,Real Madrid,1,31,Unknown,Unknown,0,0,0,0,0,0,54,44,85.0,2,1.4,70.0,1,0,1,0,0,3,1,92,7.07,10.5,0.0,0.0
270,18,2024-02-24,La Liga,Getafe,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,83,Unknown,Unknown,0,0,0,0,0,0,83,73,85.0,2,1.4,70.0,1,2,2,0,0,3,4,61,6.8,10.5,0.0,0.0
271,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Mariano Díaz,Real Madrid,1,78,Unknown,Unknown,0,0,0,0,3,2,43,33,85.0,0,0.0,70.0,4,0,1,0,0,1,2,86,6.41,10.5,0.0,0.0
272,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Toni Kroos,Real Madrid,1,57,Unknown,Unknown,0,0,0,0,2,1,91,81,85.0,4,2.8,70.0,0,0,2,0,0,1,0,74,6.47,10.5,0.0,0.0
273,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,David Alaba,Real Madrid,1,84,Unknown,Unknown,0,0,0,1,2,0,39,29,85.0,6,4.199999999999999,70.0,1,6,1,0,0,0,1,69,7.62,10.5,0.0,1.0714285714285714
274,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Dani Ceballos,Real Madrid,1,15,Unknown,Unknown,0,0,0,0,4,0,26,16,85.0,4,2.8,70.0,0,0,0,0,0,2,0,34,8.31,10.5,0.0,0.0
275,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,66,Unknown,Unknown,0,0,0,0,0,0,95,85,85.0,1,0.7,70.0,0,1,0,0,0,1,3,88,8.33,10.5,0.0,0.0
276,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Nacho,Real Madrid,1,26,Unknown,Unknown,0,0,0,0,1,0,50,40,85.0,8,5.6,70.0,3,0,3,0,0,0,2,54,6.3,10.5,0.0,0.0
277,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Eden Hazard,Real Madrid,1,34,Unknown,Unknown,0,0,0,0,2,1,103,93,85.0,2,1.4,70.0,1,2,0,0,0,3,0,105,7.76,10.5,0.0,0.0
278,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Marco Asensio,Real Madrid,1,83,Unknown,Unknown,0,0,0,0,6,3,94,84,85.0,0,0.0,70.0,4,2,0,0,0,1,3,104,6.73,10.5,0.0,0.0
279,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,1,1,102,92,85.0,6,4.199999999999999,70.0,4,6,3,0,0,3,0,50,7.94,10.5,0.0,0.0
280,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Dani Carvajal,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,2,1,89,79,85.0,4,2.8,70.0,3,6,0,0,0,1,0,29,7.4,10.5,0.0,0.0
281,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Aurélien Tchouaméni,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,2,2,98,88,85.0,3,2.0999999999999996,70.0,2,1,3,0,0,2,3,63,8.29,10.5,0.0,0.0
282,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,0,0,49,39,85.0,1,0.7,70.0,3,2,3,0,0,0,2,69,7.09,10.5,0.0,0.0
283,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Karim Benzema,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,5,2,39,29,85.0,0,0.0,70.0,2,0,0,0,0,2,0,43,7.03,10.5,0.0,0.0
284,19,2023-10-21,La Liga,Osasuna,Unknown,Unknown,Jude Bellingham,Real Madrid,1,80,Unknown,Unknown,0,0,1,0,4,0,42,32,85.0,6,4.199999999999999,70.0,3,1,2,0,0,2,2,117,8.63,10.5,1.125,0.0
285,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,45,Unknown,Unknown,0,0,0,0,0,0,37,27,85.0,0,0.0,70.0,0,1,0,0,0,2,1,119,7.31,10.5,0.0,0.0
286,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Dani Carvajal,Real Madrid,1,87,Unknown,Unknown,0,0,0,0,3,1,81,71,85.0,4,2.8,70.0,4,3,0,0,0,0,1,108,6.85,10.5,0.0,0.0
287,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Karim Benzema,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,7,1,94,84,85.0,1,0.7,70.0,3,2,0,0,0,2,1,33,7.29,10.5,0.0,0.0
288,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Fran García,Real Madrid,1,15,Unknown,Unknown,0,0,0,0,2,1,31,21,85.0,6,4.199999999999999,70.0,0,6,2,0,0,2,1,56,6.55,10.5,0.0,0.0
289,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,81,Unknown,Unknown,0,0,0,0,3,0,93,83,85.0,4,2.8,70.0,3,0,2,0,0,0,1,74,8.34,10.5,0.0,0.0
290,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Marco Asensio,Real Madrid,1,75,Unknown,Unknown,0,0,0,0,1,0,109,99,85.0,0,0.0,70.0,2,2,0,0,0,3,1,118,6.99,10.5,0.0,0.0
291,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,0,0,96,86,85.0,2,1.4,70.0,3,2,1,0,0,2,2,57,7.37,10.5,0.0,0.0
292,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Jesús Vallejo,Real Madrid,1,78,Unknown,Unknown,0,0,0,0,3,2,66,56,85.0,5,3.5,70.0,0,2,0,0,0,0,2,100,6.45,10.5,0.0,0.0
293,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Ferland Mendy,Real Madrid,1,80,Unknown,Unknown,0,0,0,0,0,0,55,45,85.0,7,4.8999999999999995,70.0,0,6,0,0,0,0,0,32,7.79,10.5,0.0,0.0
294,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Federico Valverde,Real Madrid,1,90,Unknown,Unknown,0,0,0,0,3,0,66,56,85.0,4,2.8,70.0,3,0,0,0,0,0,2,117,6.7,10.5,0.0,0.0
295,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Eden Hazard,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,5,2,54,44,85.0,2,1.4,70.0,3,1,1,0,0,0,2,85,8.37,10.5,0.0,0.0
296,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Luka Modrić,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,2,2,36,26,85.0,3,2.0999999999999996,70.0,1,0,3,0,0,2,2,77,7.18,10.5,0.0,0.0
297,20,2024-03-02,La Liga,Osasuna,Unknown,Unknown,Aurélien Tchouaméni,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,4,2,59,49,85.0,6,4.199999999999999,70.0,4,0,1,0,0,0,2,92,6.28,10.5,0.0,0.0
298,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,David Alaba,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,1,1,98,88,85.0,5,3.5,70.0,2,1,1,0,0,1,1,62,6.44,10.5,0.0,0.0
299,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Mariano Díaz,Real Madrid,1,33,Unknown,Unknown,0,0,1,0,2,2,37,27,85.0,0,0.0,70.0,3,2,2,0,0,2,0,119,7.14,10.5,2.727272727272727,0.0
300,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Aurélien Tchouaméni,Real Madrid,1,50,Unknown,Unknown,0,0,0,0,5,1,83,73,85.0,1,0.7,70.0,3,2,3,0,0,0,3,38,6.3,10.5,0.0,0.0
301,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Andriy Lunin,Real Madrid,1,90,Unknown,Unknown,0,0,0,0,0,0,66,56,85.0,0,0.0,70.0,4,1,2,0,0,0,4,61,8.22,10.5,0.0,0.0
302,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Éder Militão,Real Madrid,1,39,Unknown,Unknown,0,0,1,0,1,0,37,27,85.0,4,2.8,70.0,1,1,2,0,0,2,1,54,7.08,10.5,2.3076923076923075,0.0
303,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Rodrygo,Real Madrid,1,80,Unknown,Unknown,0,0,1,0,7,2,44,34,85.0,2,1.4,70.0,3,2,2,0,0,2,4,87,7.73,10.5,1.125,0.0
304,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,30,Unknown,Unknown,0,0,0,0,2,2,27,17,85.0,7,4.8999999999999995,70.0,2,5,1,0,0,1,2,114,6.5,10.5,0.0,0.0
305,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Toni Kroos,Real Madrid,1,19,Unknown,Unknown,0,0,0,0,1,1,28,18,85.0,2,1.4,70.0,4,1,3,0,0,0,0,54,6.71,10.5,0.0,0.0
306,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Eden Hazard,Real Madrid,1,63,Unknown,Unknown,0,0,0,0,2,2,55,45,85.0,3,2.0999999999999996,70.0,0,0,0,0,0,3,1,28,8.75,10.5,0.0,0.0
307,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Jude Bellingham,Real Madrid,1,40,Unknown,Unknown,0,0,0,1,2,1,93,83,85.0,2,1.4,70.0,1,1,1,0,0,2,3,109,8.64,10.5,0.0,2.25
308,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Jesús Vallejo,Real Madrid,1,43,Unknown,Unknown,0,0,0,0,1,1,74,64,85.0,2,1.4,70.0,4,3,0,0,0,3,1,112,6.88,10.5,0.0,0.0
309,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Dani Carvajal,Real Madrid,1,48,Unknown,Unknown,0,0,0,0,0,0,60,50,85.0,8,5.6,70.0,4,5,3,0,0,0,0,94,6.71,10.5,0.0,0.0
310,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Vinícius Jr.,Real Madrid,1,55,Unknown,Unknown,0,0,0,0,1,1,47,37,85.0,1,0.7,70.0,3,1,2,0,0,0,1,49,8.54,10.5,0.0,0.0
311,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Federico Valverde,Real Madrid,1,63,Unknown,Unknown,0,0,0,0,3,0,58,48,85.0,3,2.0999999999999996,70.0,3,1,1,0,0,1,2,95,7.54,10.5,0.0,0.0
312,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,78,Unknown,Unknown,0,0,0,0,0,0,69,59,85.0,1,0.7,70.0,0,1,1,0,0,3,0,59,7.34,10.5,0.0,0.0
313,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Luka Modrić,Real Madrid,1,80,Unknown,Unknown,0,0,0,1,2,0,92,82,85.0,4,2.8,70.0,2,2,2,0,0,1,2,54,6.52,10.5,0.0,1.125
314,21,2023-10-29,La Liga,Las Palmas,Unknown,Unknown,Ferland Mendy,Real Madrid,1,78,Unknown,Unknown,0,0,0,0,2,2,47,37,85.0,7,4.8999999999999995,70.0,0,6,2,0,0,3,3,69,7.48,10.5,0.0,0.0
315,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,59,Unknown,Unknown,0,0,0,0,1,1,45,35,85.0,2,1.4,70.0,1,5,0,0,0,3,4,72,7.35,10.5,0.0,0.0
316,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,10,Unknown,Unknown,0,0,0,0,1,1,37,27,85.0,3,2.0999999999999996,70.0,2,0,2,0,0,2,4,22,8.06,10.5,0.0,0.0
317,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Marco Asensio,Real Madrid,1,50,Unknown,Unknown,0,0,1,0,5,0,51,41,85.0,1,0.7,70.0,2,1,0,0,0,0,0,100,7.1,10.5,1.8,0.0
318,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Karim Benzema,Real Madrid,1,78,Unknown,Unknown,0,0,0,0,7,2,88,78,85.0,1,0.7,70.0,0,0,0,0,0,2,4,68,7.26,10.5,0.0,0.0
319,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Jesús Vallejo,Real Madrid,1,46,Unknown,Unknown,0,0,0,0,0,0,53,43,85.0,2,1.4,70.0,2,4,2,0,0,0,0,99,7.08,10.5,0.0,0.0
320,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Nacho,Real Madrid,1,85,Unknown,Unknown,0,0,0,0,3,2,92,82,85.0,7,4.8999999999999995,70.0,0,5,1,0,0,2,2,53,6.46,10.5,0.0,0.0
321,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Dani Carvajal,Real Madrid,1,12,Unknown,Unknown,0,0,0,1,0,0,28,18,85.0,8,5.6,70.0,0,4,0,0,0,2,2,20,7.27,10.5,0.0,7.5
322,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Vinícius Jr.,Real Madrid,1,83,Unknown,Unknown,0,0,0,0,5,2,99,89,85.0,0,0.0,70.0,1,0,0,0,0,0,2,107,7.33,10.5,0.0,0.0
323,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Eden Hazard,Real Madrid,1,77,Unknown,Unknown,0,0,1,0,4,2,96,86,85.0,2,1.4,70.0,1,2,0,0,0,0,3,38,7.54,10.5,1.1688311688311688,0.0
324,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Fran García,Real Madrid,1,46,Unknown,Unknown,0,0,1,0,2,1,83,73,85.0,5,3.5,70.0,4,1,3,0,0,3,1,53,7.98,10.5,1.9565217391304348,0.0
325,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,18,Unknown,Unknown,0,0,0,0,0,0,18,8,85.0,2,1.4,70.0,0,0,0,0,0,3,2,54,7.47,10.5,0.0,0.0
326,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Andriy Lunin,Real Madrid,1,81,Unknown,Unknown,0,0,0,0,0,0,44,34,85.0,1,0.7,70.0,4,2,0,0,0,2,3,61,8.28,10.5,0.0,0.0
