Date,Competition,Opponent,Player,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Season,Position_Group,Take-Ons Succ%,Performance_Score
2024-09-01,La Liga,Real Betis,Ferland Mendy,FRA,LB,29,64,0,0,0,0,0,0,0,0,52,3,0,1,0.0,0.0,0.0,1,0,43,47,91.5,5,28,1,1,1,3,3,0,1,2,1,1,0,1,0,1,0,4,0,0,43,47,91.5,635,204,28,30,93.3,13,14,92.9,2,3,66.7,0,0.0,0.0,1,2,1,0,5,2024-25,Defense,100.0,17.709375
2024-09-01,La Liga,Real Betis,Fran Garcia,ESP,LB,25,26,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,12,12,100.0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,100.0,242,34,5,5,100.0,6,6,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,1,2024-25,Defense,0.0,16.153846153846153
2024-09-01,La Liga,Real Betis,Antonio Rüdiger,GER,CB,31,90,0,0,0,0,1,0,0,0,84,1,0,2,0.1,0.1,0.0,0,0,67,74,90.5,4,45,1,0,0,1,1,1,0,0,0,0,0,2,1,1,0,2,2,0,67,74,90.5,1311,408,21,22,95.5,38,41,92.7,8,11,72.7,0,0.0,0.0,0,5,0,0,4,2024-25,Defense,0.0,18.519444444444446
2024-09-01,La Liga,Real Betis,Éder Militão,BRA,CB,26,90,0,0,0,0,3,1,0,0,71,0,0,2,0.2,0.2,0.0,3,0,57,62,91.9,3,38,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,0,57,62,91.9,1182,375,12,14,85.7,41,41,100.0,4,7,57.1,0,0.0,0.0,1,9,0,0,3,2024-25,Defense,0.0,18.451666666666668
2024-09-01,La Liga,Real Betis,Dani Carvajal,ESP,RB,32,90,0,0,0,0,0,0,1,0,87,1,0,1,0.0,0.0,0.0,2,0,67,79,84.8,3,30,3,3,1,1,1,1,0,0,0,1,1,1,1,0,0,2,3,0,67,79,84.8,1260,161,24,26,92.3,35,43,81.4,8,8,100.0,0,0.0,0.0,0,4,0,0,3,2024-25,Defense,33.33333333333333,15.997777777777777
2024-09-01,La Liga,Real Betis,Thibaut Courtois,BEL,GK,32,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,40,42,95.2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,42,95.2,1050,735,3,3,100.0,27,28,96.4,10,11,90.9,0,0.0,0.0,0,0,0,0,0,2024-25,Goalkeeper,0.0,93.48
2024-09-14,La Liga,Real Sociedad,Kylian Mbappé,FRA,FW,25,89,1,0,1,1,2,1,0,0,38,0,0,0,0.9,0.1,0.1,2,0,19,23,82.6,3,26,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,82.6,304,58,10,12,83.3,7,8,87.5,2,2,100.0,0,0.1,0.1,1,3,0,0,3,2024-25,Forward,25.0,6.432584269662921
2024-09-14,La Liga,Real Sociedad,Endrick,BRA,FW,18,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100.0,10,4,1,1,100.0,0,0,,0,0,0.0,0,0.0,0.0,0,0,1,0,1,2024-25,Forward,0.0,0.0
2024-09-14,La Liga,Real Sociedad,Vinicius Júnior,BRA,LW,24,90,1,0,1,1,4,0,0,0,41,2,0,0,1.0,0.2,0.0,4,2,19,26,73.1,1,30,4,3,1,2,1,0,1,1,0,0,0,0,0,0,0,2,0,0,19,26,73.1,344,36,8,12,66.7,5,7,71.4,3,3,100.0,0,0.0,0.0,0,2,1,0,1,2024-25,,33.33333333333333,0.0
2024-09-14,La Liga,Real Sociedad,Brahim Díaz,MAR,RW,25,24,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,3,0,13,14,92.9,3,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,92.9,185,52,6,7,85.7,6,6,100.0,0,0,0.0,0,0.0,0.0,1,1,2,0,3,2024-25,,100.0,0.0
2024-09-14,La Liga,Real Sociedad,Rodrygo,BRA,RW,23,66,0,0,0,0,0,0,0,0,26,1,0,1,0.0,0.0,0.1,3,0,17,20,85.0,4,20,4,3,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,17,20,85.0,256,57,10,10,100.0,6,7,85.7,1,1,100.0,0,0.1,0.0,2,0,1,0,4,2024-25,,0.0,0.0
2024-09-14,La Liga,Real Sociedad,Arda Güler,TUR,AM,19,76,0,0,0,0,2,0,0,0,43,0,0,1,0.1,0.1,0.1,2,1,34,35,97.1,5,29,0,3,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,34,35,97.1,489,140,24,24,100.0,7,7,100.0,3,3,100.0,0,0.1,0.1,1,5,1,0,5,2024-25,Midfield,33.33333333333333,22.577894736842104
2024-09-14,La Liga,Real Sociedad,Lucas Vázquez,ESP,AM,33,14,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,1,0,7,9,77.8,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,9,77.8,108,57,5,6,83.3,1,1,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,0,2024-25,Midfield,0.0,18.202857142857145
2024-09-14,La Liga,Real Sociedad,Luka Modrić,CRO,DM,39,90,0,0,0,0,2,1,1,0,77,1,0,1,0.1,0.1,0.2,6,0,59,66,89.4,3,42,0,0,0,1,0,1,0,0,1,2,1,1,0,1,0,2,0,0,59,66,89.4,1104,336,23,24,95.8,29,30,96.7,7,11,63.6,0,0.2,0.3,3,6,2,0,3,2024-25,Midfield,0.0,21.913333333333338
2024-09-14,La Liga,Real Sociedad,Federico Valverde,URU,DM,26,90,0,0,0,0,1,0,0,0,72,3,0,0,0.0,0.0,0.0,1,0,59,63,93.7,7,41,1,0,0,3,3,2,1,0,0,1,1,0,0,0,0,4,0,0,59,63,93.7,1108,421,20,20,100.0,30,32,93.8,6,7,85.7,0,0.0,0.0,0,6,0,0,7,2024-25,Midfield,0.0,22.50666666666667
2024-09-14,La Liga,Real Sociedad,Ferland Mendy,FRA,LB,29,90,0,0,0,0,0,0,0,0,63,5,0,2,0.0,0.0,0.0,0,0,49,53,92.5,2,32,0,0,0,5,4,3,1,1,3,3,0,2,0,2,0,5,1,0,49,53,92.5,718,228,30,33,90.9,13,13,100.0,4,4,100.0,0,0.0,0.0,0,2,0,0,2,2024-25,Defense,0.0,19.59722222222222
2024-09-14,La Liga,Real Sociedad,Antonio Rüdiger,GER,CB,31,90,0,0,0,0,1,1,0,0,66,1,0,1,0.1,0.1,0.0,0,0,47,56,83.9,1,48,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,2,3,0,47,56,83.9,835,271,16,17,94.1,25,29,86.2,4,8,50.0,0,0.0,0.0,0,2,0,0,1,2024-25,Defense,0.0,15.86277777777778
2024-09-14,La Liga,Real Sociedad,Éder Militão,BRA,CB,26,90,0,0,0,0,1,1,0,0,80,3,0,2,0.1,0.1,0.0,0,0,53,66,80.3,2,52,0,0,0,3,3,2,1,0,2,3,1,2,2,0,0,4,4,0,53,66,80.3,1118,396,15,15,100.0,30,37,81.1,8,13,61.5,0,0.0,0.0,0,5,0,0,2,2024-25,Defense,0.0,18.211666666666666
2024-09-14,La Liga,Real Sociedad,Dani Carvajal,ESP,RB,32,90,0,0,0,0,1,0,0,0,70,1,0,2,0.1,0.1,0.1,3,0,53,60,88.3,2,39,1,0,0,1,0,1,0,0,0,0,0,2,1,1,0,2,3,0,53,60,88.3,810,168,27,28,96.4,24,26,92.3,1,2,50.0,0,0.1,0.0,2,2,0,0,2,2024-25,Defense,0.0,18.522777777777776
2024-09-14,La Liga,Real Sociedad,Thibaut Courtois,BEL,GK,32,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,28,35,80.0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,80.0,595,328,11,11,100.0,13,13,100.0,4,11,36.4,0,0.0,0.0,0,0,0,0,0,2024-25,Goalkeeper,0.0,62.56
2024-09-17,Champions League,Stuttgart,Kylian Mbappé,FRA,FW,25,90,1,0,0,0,7,4,0,0,28,1,0,0,1.3,1.3,0.1,5,0,11,15,73.3,2,22,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11,15,73.3,192,29,5,7,71.4,5,5,100.0,1,1,100.0,0,0.1,0.1,1,0,0,0,2,2024-25,Forward,50.0,10.833333333333332
2024-09-17,Champions League,Stuttgart,Vinicius Júnior,BRA,LW,24,90,0,0,0,0,2,1,0,0,45,2,0,0,0.5,0.5,0.2,5,0,21,33,63.6,3,37,9,9,3,2,1,0,2,0,0,1,1,0,0,0,0,3,0,0,21,33,63.6,377,66,11,13,84.6,7,9,77.8,2,6,33.3,0,0.2,0.1,3,2,1,1,3,2024-25,,33.33333333333333,0.0
2024-09-17,Champions League,Stuttgart,Rodrygo,BRA,RW,23,74,0,0,0,0,3,0,0,0,40,0,0,2,0.3,0.3,1.0,8,1,25,34,73.5,3,20,5,5,5,0,0,0,0,0,0,1,1,2,0,2,0,1,0,0,25,34,73.5,425,127,12,13,92.3,7,10,70.0,4,8,50.0,0,1.0,0.6,3,3,1,1,3,2024-25,,100.0,0.0
2024-09-17,Champions League,Stuttgart,Arda Güler,TUR,"AM,RW",19,16,0,0,0,0,0,0,0,0,12,1,0,1,0.0,0.0,0.1,2,0,8,9,88.9,3,6,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,8,9,88.9,120,40,4,4,100.0,4,5,80.0,0,0,0.0,0,0.1,0.1,1,0,2,0,3,2024-25,,0.0,0.0
2024-09-17,Champions League,Stuttgart,Jude Bellingham,ENG,LM,21,79,0,0,0,0,1,0,0,0,35,2,0,1,0.0,0.0,0.2,2,0,28,30,93.3,8,24,1,1,1,2,2,1,1,0,1,2,1,1,0,1,0,2,0,0,28,30,93.3,463,182,15,16,93.8,10,11,90.9,3,3,100.0,0,0.2,0.0,2,6,0,0,8,2024-25,Midfield,100.0,22.45746835443038
2024-09-17,Champions League,Stuttgart,Endrick,BRA,RW,18,11,1,0,0,0,1,1,0,0,9,1,0,0,0.1,0.1,0.4,1,0,6,7,85.7,1,4,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,6,7,85.7,106,40,2,3,66.7,0,0,,2,2,100.0,0,0.4,0.2,1,1,0,0,1,2024-25,,0.0,0.0
2024-09-17,Champions League,Stuttgart,Aurélien Tchouaméni,FRA,CM,24,69,0,0,0,0,4,1,0,0,47,1,0,1,0.2,0.2,0.0,3,0,33,39,84.6,2,40,0,2,1,1,1,1,0,0,1,1,0,1,0,1,0,3,0,0,33,39,84.6,651,198,9,10,90.0,20,23,87.0,4,5,80.0,0,0.0,0.0,0,2,0,0,2,2024-25,Midfield,50.0,19.63014492753623
2024-09-17,Champions League,Stuttgart,Luka Modrić,CRO,"DM,RM",39,21,0,0,0,0,0,0,1,0,13,0,0,0,0.0,0.0,0.2,1,1,10,13,76.9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,76.9,211,74,2,3,66.7,6,7,85.7,2,3,66.7,0,0.2,0.4,1,0,1,1,1,2024-25,,0.0,0.0
2024-09-17,Champions League,Stuttgart,Federico Valverde,URU,"RM,DM,CM",26,90,0,0,0,0,1,0,1,0,44,0,0,1,0.0,0.0,0.1,4,1,34,37,91.9,8,33,3,3,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,34,37,91.9,539,144,20,21,95.2,13,13,100.0,1,1,100.0,0,0.1,0.1,1,2,2,0,8,2024-25,,33.33333333333333,0.0
2024-09-17,Champions League,Stuttgart,Ferland Mendy,FRA,LB,29,75,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,3,0,34,37,91.9,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,37,91.9,627,185,18,18,100.0,11,13,84.6,5,6,83.3,0,0.0,0.0,2,3,1,0,2,2024-25,Defense,0.0,14.185
2024-09-17,Champions League,Stuttgart,Fran Garcia,ESP,LB,25,15,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,66.7,74,23,1,1,100.0,3,5,60.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,2024-25,Defense,0.0,12.005
2024-09-17,Champions League,Stuttgart,Antonio Rüdiger,GER,CB,31,90,1,0,0,0,1,1,0,0,60,1,0,2,0.2,0.2,0.0,0,0,43,47,91.5,2,32,0,0,0,1,1,1,0,0,1,1,0,2,0,2,0,2,6,0,43,47,91.5,877,255,13,13,100.0,22,25,88.0,8,8,100.0,0,0.0,0.0,0,1,0,0,2,2024-25,Defense,0.0,20.002777777777776
2024-09-17,Champions League,Stuttgart,Dani Carvajal,ESP,"RB,CB",32,90,0,0,0,0,0,0,0,0,77,2,0,2,0.0,0.0,0.1,3,1,59,68,86.8,8,46,3,1,0,2,0,0,0,2,1,1,0,2,2,0,0,4,1,0,59,68,86.8,1079,325,21,21,100.0,34,40,85.0,4,4,100.0,0,0.1,0.1,2,4,2,0,8,2024-25,,0.0,0.0
2024-09-17,Champions League,Stuttgart,Lucas Vázquez,ESP,RB,33,45,0,0,0,0,0,0,1,0,33,1,0,0,0.0,0.0,0.0,0,0,23,28,82.1,2,21,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,23,28,82.1,395,109,5,6,83.3,17,19,89.5,0,1,0.0,0,0.0,0.0,0,0,1,0,2,2024-25,Defense,0.0,13.537222222222223
2024-09-17,Champions League,Stuttgart,Éder Militão,BRA,CB,26,45,0,0,0,0,0,0,1,0,27,0,0,1,0.0,0.0,0.0,0,0,20,22,90.9,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,20,22,90.9,440,162,5,5,100.0,13,14,92.9,2,3,66.7,0,0.0,0.0,0,2,0,0,1,2024-25,Defense,0.0,18.968333333333334
2024-09-17,Champions League,Stuttgart,Thibaut Courtois,BEL,GK,32,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0,36,44,81.8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,44,81.8,931,530,3,3,100.0,27,28,96.4,6,13,46.2,0,0.0,0.0,0,1,0,0,0,2024-25,Goalkeeper,0.0,67.56
2024-09-21,La Liga,Espanyol,Kylian Mbappé,FRA,FW,25,90,1,0,1,1,8,5,1,0,60,0,0,0,1.9,1.1,0.3,11,2,32,42,76.2,8,39,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,42,76.2,458,89,19,23,82.6,9,9,100.0,1,1,100.0,0,0.3,0.2,7,4,3,0,8,2024-25,Forward,20.0,9.222222222222221
2024-09-21,La Liga,Espanyol,Rodrygo,BRA,"LW,RW",23,83,1,0,0,0,3,1,0,0,50,1,0,0,0.6,0.6,0.1,7,0,37,40,92.5,9,36,5,5,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,37,40,92.5,494,140,24,24,100.0,12,13,92.3,0,0,0.0,0,0.1,0.2,2,3,6,0,9,2024-25,,80.0,0.0
2024-09-21,La Liga,Espanyol,Endrick,BRA,RW,18,7,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,3,2,5,5,100.0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,100.0,148,11,0,0,,3,3,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,2024-25,,100.0,0.0
2024-09-21,La Liga,Espanyol,Arda Güler,TUR,RW,19,54,0,0,0,0,2,1,0,0,51,1,0,2,0.1,0.1,0.4,5,0,35,39,89.7,6,36,4,4,2,1,1,1,0,0,1,2,1,2,0,2,0,1,0,0,35,39,89.7,561,142,20,22,90.9,13,14,92.9,2,2,100.0,0,0.4,0.3,4,4,1,0,6,2024-25,,50.0,0.0
2024-09-21,La Liga,Espanyol,Vinicius Júnior,BRA,LW,24,36,1,0,0,0,2,1,1,0,24,0,0,0,0.1,0.1,0.8,3,1,12,18,66.7,5,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,66.7,234,85,5,6,83.3,5,7,71.4,2,2,100.0,0,0.8,0.5,2,2,2,1,5,2024-25,,0.0,0.0
2024-09-21,La Liga,Espanyol,Jude Bellingham,ENG,LM,21,83,0,0,0,0,4,2,1,0,75,2,0,3,0.1,0.1,0.2,9,0,51,60,85.0,9,48,6,2,1,2,2,0,0,2,2,3,1,3,0,3,0,5,0,0,51,60,85.0,770,185,25,30,83.3,22,24,91.7,2,3,66.7,0,0.2,0.2,3,6,1,0,9,2024-25,Midfield,50.0,22.963855421686745
2024-09-21,La Liga,Espanyol,Antonio Rüdiger,GER,"CB,LM",31,7,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,10,80.0,181,88,4,4,100.0,2,3,66.7,2,3,66.7,0,0.0,0.0,0,2,0,0,0,2024-25,,0.0,0.0
2024-09-21,La Liga,Espanyol,Federico Valverde,URU,"CM,LM",26,90,0,0,0,0,1,1,1,0,93,2,0,2,0.0,0.0,0.0,2,1,74,81,91.4,7,45,3,0,0,2,1,1,1,0,2,2,0,2,0,2,0,5,1,0,74,81,91.4,1396,362,27,29,93.1,35,37,94.6,10,11,90.9,0,0.0,0.1,0,7,0,0,7,2024-25,,0.0,0.0
2024-09-21,La Liga,Espanyol,Luka Modrić,CRO,RM,39,90,0,0,0,0,2,0,0,0,105,0,0,1,0.1,0.1,0.6,8,0,89,97,91.8,12,60,7,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,0,89,97,91.8,1569,479,42,44,95.5,35,36,97.2,12,17,70.6,0,0.6,0.6,6,8,3,0,12,2024-25,Midfield,0.0,26.14888888888889
2024-09-21,La Liga,Espanyol,Fran Garcia,ESP,LB,25,90,0,0,0,0,3,1,0,0,74,1,0,1,0.2,0.2,0.0,6,0,61,66,92.4,9,36,2,1,0,1,0,0,1,0,1,2,1,1,1,0,0,1,0,0,61,66,92.4,976,199,36,39,92.3,19,20,95.0,5,6,83.3,0,0.0,0.1,1,4,3,1,9,2024-25,Defense,0.0,16.137777777777778
2024-09-21,La Liga,Espanyol,Éder Militão,BRA,CB,26,90,0,0,0,0,3,0,0,0,99,2,0,3,0.2,0.2,0.0,0,0,81,87,93.1,6,55,3,1,1,2,2,2,0,0,1,1,0,3,2,1,0,3,1,0,81,87,93.1,1550,571,30,31,96.8,40,41,97.6,10,12,83.3,0,0.0,0.0,0,9,0,0,6,2024-25,Defense,100.0,20.853888888888886
2024-09-21,La Liga,Espanyol,Aurélien Tchouaméni,FRA,"CB,CM",24,90,0,0,0,0,0,0,0,0,89,0,0,2,0.0,0.0,0.0,1,0,73,83,88.0,9,51,1,1,1,0,0,0,0,0,0,1,1,2,2,0,0,2,1,0,73,83,88.0,1365,548,29,32,90.6,34,38,89.5,10,12,83.3,0,0.0,0.0,0,4,0,0,9,2024-25,,100.0,0.0
2024-09-21,La Liga,Espanyol,Dani Carvajal,ESP,RB,32,58,1,0,0,0,1,1,0,0,62,0,0,1,1.0,1.0,0.0,1,0,51,57,89.5,6,39,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,51,57,89.5,858,254,21,24,87.5,26,29,89.7,3,3,100.0,0,0.0,0.0,0,1,2,0,6,2024-25,Defense,0.0,17.045689655172414
2024-09-21,La Liga,Espanyol,Lucas Vázquez,ESP,RB,33,32,0,0,0,0,0,0,0,0,29,1,0,0,0.0,0.0,0.2,2,0,26,27,96.3,2,13,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,26,27,96.3,381,68,18,18,100.0,8,9,88.9,0,0,0.0,0,0.2,0.0,2,2,0,0,2,2024-25,Defense,100.0,15.226249999999999
2024-09-21,La Liga,Espanyol,Thibaut Courtois,BEL,GK,32,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,28,30,93.3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,93.3,643,464,4,4,100.0,19,19,100.0,5,7,71.4,0,0.0,0.0,0,0,0,0,0,2024-25,Goalkeeper,0.0,84.53999999999999
2024-09-24,La Liga,Alaves,Kylian Mbappé,FRA,FW,25,79,1,0,0,0,1,1,0,0,43,1,0,0,0.6,0.6,0.0,1,1,30,36,83.3,2,25,3,5,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,36,83.3,420,45,16,19,84.2,9,9,100.0,2,3,66.7,0,0.0,0.0,0,2,0,0,2,2024-25,Forward,80.0,11.797468354430379
2024-09-24,La Liga,Alaves,Arda Güler,TUR,"RW,RM",19,11,0,0,0,0,0,0,0,0,10,2,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,1,0,2,0,0,1,1,1,1,0,1,0,1,0,2,3,0,2,2,100.0,19,4,2,2,100.0,0,0,,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2024-25,,0.0,0.0
2024-09-24,La Liga,Alaves,Vinicius Júnior,BRA,LW,24,89,0,0,0,0,3,0,1,0,53,1,0,0,0.2,0.2,0.2,5,2,28,36,77.8,2,38,4,13,4,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,28,36,77.8,366,96,21,23,91.3,5,7,71.4,1,3,33.3,0,0.2,0.3,1,2,1,1,2,2024-25,,30.76923076923077,0.0
2024-09-24,La Liga,Alaves,Fran Garcia,ESP,LB,25,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100.0,49,2,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,2024-25,Defense,0.0,15.0
2024-09-24,La Liga,Alaves,Rodrygo,BRA,RW,23,68,1,0,0,0,2,1,0,0,47,0,0,0,0.1,0.1,0.1,4,1,34,42,81.0,1,29,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,42,81.0,418,69,22,25,88.0,9,10,90.0,1,4,25.0,0,0.1,0.2,1,0,0,0,1,2024-25,,100.0,0.0
2024-09-24,La Liga,Alaves,Endrick,BRA,"FW,RW",18,22,0,0,0,0,2,1,1,0,12,0,0,0,0.1,0.1,0.0,0,0,6,9,66.7,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,66.7,96,7,3,4,75.0,3,5,60.0,0,0,0.0,0,0.0,0.0,0,1,0,0,0,2024-25,,0.0,0.0
2024-09-24,La Liga,Alaves,Jude Bellingham,ENG,LM,21,90,0,0,0,0,0,0,0,0,89,2,0,2,0.0,0.0,0.6,2,1,70,80,87.5,5,55,5,3,2,2,1,1,1,0,0,0,0,2,0,2,0,3,1,0,70,80,87.5,975,211,45,53,84.9,18,18,100.0,3,4,75.0,0,0.6,0.2,2,5,0,0,5,2024-25,Midfield,66.66666666666666,21.833333333333332
2024-09-24,La Liga,Alaves,Aurélien Tchouaméni,FRA,CM,24,90,0,0,0,0,1,0,0,0,77,0,0,0,0.1,0.1,0.0,0,0,64,68,94.1,4,52,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,64,68,94.1,980,338,29,30,96.7,29,30,96.7,2,3,66.7,0,0.0,0.0,0,4,0,0,4,2024-25,Midfield,0.0,21.975555555555555
2024-09-24,La Liga,Alaves,Federico Valverde,URU,RM,26,68,0,0,0,0,0,0,1,0,69,0,0,3,0.0,0.0,0.0,0,0,55,58,94.8,6,46,2,2,1,0,0,0,0,0,0,0,0,3,1,2,0,5,0,0,55,58,94.8,932,287,28,29,96.6,22,23,95.7,4,4,100.0,0,0.0,0.0,0,5,1,0,6,2024-25,Midfield,50.0,23.283529411764707
2024-09-24,La Liga,Alaves,Luka Modrić,CRO,"RM,CM",39,22,0,0,0,0,0,0,1,0,21,0,0,0,0.0,0.0,0.1,1,0,18,20,90.0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,20,90.0,289,90,12,12,100.0,5,5,100.0,1,2,50.0,0,0.1,0.0,1,1,1,0,2,2024-25,,0.0,0.0
2024-09-24,La Liga,Alaves,Ferland Mendy,FRA,"LB,CB",29,90,0,0,0,0,0,0,0,0,79,2,0,0,0.0,0.0,0.0,1,0,71,74,95.9,5,59,3,1,0,2,2,1,1,0,1,1,0,0,0,0,0,2,0,0,71,74,95.9,1108,247,39,39,100.0,29,30,96.7,3,4,75.0,0,0.0,0.0,0,5,0,0,5,2024-25,,0.0,0.0
2024-09-24,La Liga,Alaves,Éder Militão,BRA,CB,26,79,0,0,0,0,0,0,0,0,106,1,0,2,0.0,0.0,0.1,2,0,88,94,93.6,5,80,1,0,0,1,1,1,0,0,0,0,0,2,1,1,0,1,5,0,88,94,93.6,1843,702,28,31,90.3,49,50,98.0,11,13,84.6,0,0.1,0.0,1,8,1,0,5,2024-25,Defense,0.0,20.81215189873418
2024-09-24,La Liga,Alaves,Jesús Vallejo,ESP,CB,27,11,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,12,14,85.7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,14,85.7,221,54,1,1,100.0,11,11,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,2024-25,Defense,0.0,18.309545454545457
2024-09-24,La Liga,Alaves,Antonio Rüdiger,GER,CB,31,90,0,0,0,0,0,0,0,0,108,1,0,2,0.0,0.0,0.0,0,0,99,101,98.0,1,77,2,1,1,1,0,0,1,0,0,0,0,2,2,0,0,1,3,0,99,101,98.0,1920,602,28,28,100.0,63,63,100.0,7,9,77.8,0,0.0,0.0,0,3,0,0,1,2024-25,Defense,100.0,19.977777777777778
2024-09-24,La Liga,Alaves,Lucas Vázquez,ESP,RB,33,90,1,0,0,0,1,1,0,0,105,1,0,2,0.2,0.2,0.1,1,1,87,95,91.6,6,63,1,1,0,1,1,1,0,0,1,2,1,2,0,2,0,1,0,0,87,95,91.6,1347,235,45,48,93.8,33,34,97.1,7,9,77.8,0,0.1,0.0,1,5,0,0,6,2024-25,Defense,0.0,18.017777777777777
2024-09-24,La Liga,Alaves,Thibaut Courtois,BEL,GK,32,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,32,36,88.9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,88.9,703,387,8,8,100.0,18,18,100.0,6,10,60.0,0,0.0,0.0,0,0,0,0,0,2024-25,Goalkeeper,0.0,77.34
